"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"12345",14331,"m7vv40MnYXdvxRkGCYhGTQ","""Chipotle Mexican Grill""","Restaurants;Fast Food;Mexican","Amherst","OH",3,21,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,105,"Good"
"12346",14334,"M8DD9IIyq_NpI-A9K_Vfaw","""McDonald's""","Fast Food;Restaurants;American (Traditional);Burgers","Edinburgh","EDH",3,4,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,7,"Good"
"12347",14335,"M8I2IdqDbJCGL0ho8eFLiQ","""QDOBA Mexican Eats""","Caterers;Fast Food;Mexican;Restaurants;Event Planning & Services","Matthews","NC",2.5,12,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,48,"Bad"
"12348",14337,"m8qJtl3l6QXJMnNxN6LQRQ","""Jennifer's Catering & Events""","Restaurants;Caterers;Event Planning & Services;Ethiopian;American (Traditional)","Phoenix","AZ",3.5,9,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,9,"Good"
"12349",14338,"M8r8_asmCqkcn9g23G7d9Q","""The Wee Boulangerie""","Bakeries;Food;French;Restaurants","Edinburgh","MLN",4.5,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,34,"Good"
"12350",14339,"m8sKolCBYLC7vFIWop7HKA","""McDonald's""","Fast Food;Restaurants;Burgers","Lakewood","OH",2,9,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,32,"Bad"
"12351",14340,"M95OX2nED7rjPxOURJtOCg","""Ladybug House of Sandwiches""","Restaurants;Burgers;Delis;Sandwiches","Phoenix","AZ",4,103,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,256,"Good"
"12352",14341,"m97jaBYRscg-hqDjMVIIWg","""Applebee's Neighborhood Grill & Bar""","Bars;Salad;Burgers;Sports Bars;Restaurants;American (Traditional);Steakhouses;Nightlife","North Las Vegas","NV",3,107,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,440,"Good"
"12353",14342,"m9aFZk1f8tSv248YErbpQA","""Chez Vous""","Desserts;Breakfast & Brunch;Food;French;Creperies;Restaurants;American (New)","Scottsdale","AZ",4,262,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,547,"Good"
"12354",14343,"M9aTtOeOIG-EOLeHNgkKfQ","""El Nuevo Taquito""","Mexican;Restaurants","Phoenix","AZ",4.5,13,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,38,"Good"
"12355",14344,"m9Cme6bUPuZFtqhN1AgmdQ","""First Watch - Breakfast, Brunch & Lunch""","Cafes;American (Traditional);Restaurants;Breakfast & Brunch","Westlake","OH",4,83,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,348,"Good"
"12356",14345,"m9eF1rD6Cnwn69z45_cBLA","""Express Deli ""","Food;Wraps;Sandwiches;Restaurants;Delis","Brook Park","OH",5,82,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,64,"Good"
"12357",14347,"M9Ff-3kgqCbVZEMJsPSqXQ","""Schlotzsky's""","Restaurants;Sandwiches;Delis","Gastonia","NC",4.5,25,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,96,"Good"
"12358",14349,"M9gwHW1oIiIqjdT76yOBDA","""J & G Steakhouse""","Steakhouses;Restaurants","Scottsdale","AZ",4,256,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,536,"Good"
"12359",14350,"M9JpXoyxm_ZFY1zVmHgwTA","""Au Bon Pain""","Cafes;Restaurants","Pittsburgh","PA",3.5,6,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,23,"Good"
"12360",14351,"m9n20UbuKvV6mLLMNhU8lg","""Outback Steakhouse""","Steakhouses;Restaurants","Gilbert","AZ",3,119,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,445,"Good"
"12361",14353,"m9PjH4Eckk3qZiZiCXpr6A","""Panera Bread""","Restaurants;Sandwiches;Salad;Soup;Bakeries;Breakfast & Brunch;Food","Gilbert","AZ",2,22,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,70,"Bad"
"12362",14355,"m9x3lP68vCe9EOB7EcA1lg","""Asian Wok""","Restaurants;Chinese","Charlotte","NC",3.5,15,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,6,"Good"
"12363",14356,"M9xBz7QSw1rV0glDmP5k1A","""Papa John's Pizza""","Pizza;Restaurants","Charlotte","NC",2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,"Bad"
"12364",14358,"M9zu5KTyVwVC-45Mn8Wp0g","""Taste""","Chinese;Restaurants;Seafood;Szechuan;Cantonese","Las Vegas","NV",4,74,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,140,"Good"
"12365",14359,"m9ZzN90XEU36YnoPIFzkmA","""Cafe Maya""","Breakfast & Brunch;Restaurants;Coffee & Tea;Sandwiches;Food","Madison","WI",4,39,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,49,"Good"
"12366",14360,"MA465c4XL7_m9p_6_ztRsw","""Me Lyng Restaurant""","Vietnamese;Chinese;Restaurants","Homestead","PA",3.5,38,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,86,"Good"
"12367",14362,"MA5R-mV6ljRM1MK6Mdiv5g","""Panda Express""","Chinese;Financial Services;Fast Food;Banks & Credit Unions;Restaurants","Champaign","IL",3.5,8,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,11,"Good"
"12368",14363,"maBe6J_QSeYlAa1YNkAyVA","""Higley Hot Dog Hut""","Hot Dogs;Restaurants","Gilbert","AZ",4,135,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,159,"Good"
"12369",14364,"macHk8_6D11iBp2HlbhFLg","""Filiberto's Mexican Food""","Mexican;Restaurants","Gilbert","AZ",3.5,46,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,"Good"
"12370",14365,"Macu_9WW2kTaHVz4WvU5lQ","""One5 Lakeside""","American (New);Venues & Event Spaces;Tapas Bars;Restaurants;Event Planning & Services","Henderson","NV",3.5,32,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,14,"Good"
"12371",14367,"maGqjGXYPzal3YydKu8wjQ","""Panda Express""","Chinese;Fast Food;Restaurants","Tempe","AZ",2,40,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,144,"Bad"
"12372",14368,"maIam6HyU4FB_sBIk9ippA","""The Lodge at Shelbourne""","American (Traditional);Bars;Nightlife;Restaurants;Pubs","Las Vegas","NV",3,81,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,615,"Good"
"12373",14369,"mAIPUQPJiWXudRbOaBX33g","""Popeyes Louisiana Kitchen""","Chicken Wings;Fast Food;Restaurants","Las Vegas","NV",2,86,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,301,"Bad"
"12374",14370,"maJvbTIlMjOoZTcsGUqHOQ","""La Carreta De Lily""","Hawaiian;Ice Cream & Frozen Yogurt;Desserts;Restaurants;Food;Mexican","Phoenix","AZ",3.5,16,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,21,"Good"
"12375",14371,"MaKJcuAQluPQsyJ7GxmWhQ","""Steeple Coffee House""","Coffee & Tea;Restaurants;Food;Cafes","Monticello","IL",4.5,9,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,3,"Good"
"12376",14372,"makqSKZaz1aUipoWBW0BsA","""Westin Las Vegas Hotel & Spa""","Casinos;Hotels & Travel;Event Planning & Services;Hotels;Restaurants;Arts & Entertainment","Las Vegas","NV",3,591,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2131,"Good"
"12377",14373,"maLlY0JVsUfHNK6-RUrG4g","""Super Subs""","Restaurants;Food;Bubble Tea;Juice Bars & Smoothies;Breakfast & Brunch;Sandwiches;Delis","Phoenix","AZ",3.5,28,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,37,"Good"
"12378",14374,"MALMIau2ZTVhW5AikFVl3w","""Barro's Pizza""","Italian;Pizza;Restaurants","Chandler","AZ",3.5,81,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,396,"Good"
"12379",14375,"MaMTD1hr-LbEZ1JqD0RMCg","""Divan""","Pizza;Turkish;Restaurants","Stuttgart","BW",4.5,3,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2,"Good"
"12380",14376,"MANi-B5HQEp8m5bVJDEweg","""Cafe 1505""","Restaurants;Delicatessen;Food;Cafes","Edinburgh","EDH",3.5,5,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,6,"Good"
"12381",14377,"manv27dcWwK7reqL-PLDKA","""Taco Bell""","Fast Food;Mexican;Tex-Mex;Restaurants","Phoenix","AZ",3,21,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,145,"Good"
"12382",14378,"MaqIoGwyD3K3b2i0VM8zOQ","""Firehouse Subs""","Fast Food;Sandwiches;Delis;Restaurants","Las Vegas","NV",4,9,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,44,"Good"
"12383",14379,"mAryfEwdr7Lby2CzmLFbow","""Texas Roadhouse""","Sandwiches;Steakhouses;Restaurants;Food;Beer;Wine & Spirits","Phoenix","AZ",3.5,91,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,226,"Good"
"12384",14381,"MAugaG_RkNvT0ojmkTvexw","""Sweetwater Sports Bar & Grill""","Bars;American (Traditional);Nightlife;Restaurants;Sports Bars;Burgers","Lake Wylie","SC",4,81,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,226,"Good"
"12385",14382,"MAuSh7NKoT__CQ4BumoayA","""T&T - Tacos & Tequila""","Mexican;Restaurants","Las Vegas","NV",3.5,727,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1541,"Good"
"12386",14383,"MAwzrO4CSSOZNYa7YYf2KQ","""Galão""","Restaurants;Food;German;Cafes;Coffee & Tea","Stuttgart","BW",4,30,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,11,"Good"
"12387",14385,"MAXMZMUEprc7rUMeoXrarw","""Daily Press""","Restaurants;Desserts;Juice Bars & Smoothies;Food;Cafes;Coffee & Tea","Cleveland","OH",4.5,26,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,117,"Good"
"12388",14386,"maYcVPARXot57qoeqBvhgQ","""Zum Ochsen""","Restaurants;Caterers;German;Event Planning & Services","Neuhausen","BW",4,18,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,2,"Good"
"12389",14387,"mayw_F14qtTiNcEXQZ0cGQ","""Starbucks ""","Desserts;Sandwiches;Restaurants;Coffee & Tea;Food","Edinburgh","EDH",3.5,11,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,82,"Good"
"12390",14389,"mB_cI1tCrNxxvr2e2myNrQ","""Taco Bell Cantina""","Restaurants;Mexican;Fast Food","Las Vegas","NV",3.5,226,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,678,"Good"
"12391",14390,"MB_WJwZx_JMACpsTezAiqw","""Water of Leith Cafe Bistro""","Bistros;Breakfast & Brunch;Cafes;Restaurants;French","New Town","EDH",4,3,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"12392",14391,"Mb5w1N3tvsAFDrDcHQyrsw","""Charleys Philly Steaks""","Barbeque;Restaurants;Fast Food","Las Vegas","NV",3,29,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,35,"Good"
"12393",14392,"Mb8qJps-OBFmDALFo5dkJA","""A Cut Above Restaurant""","American (Traditional);Steakhouses;Restaurants","Las Vegas","NV",2.5,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,19,"Bad"
"12394",14393,"Mbat8t9X0zPrpxd1mEGRcw","""Nakato Japanese Steakhouse""","Restaurants;Sushi Bars;Japanese","Charlotte","NC",3.5,130,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,313,"Good"
"12395",14395,"mbDeyWr9GYlvr5fYNRStAg","""Stuttgarter Schlachthof""","Nightlife;Swabian;Beer Gardens;Beer Garden;Restaurants;Food","Stuttgart","BW",3.5,41,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,12,"Good"
"12396",14396,"mBDgxwdS2td7uODwA9HF5g","""Asia Thai Dat""","Chinese;Restaurants;Vietnamese;Fast Food;Thai","Böblingen","BW",4,8,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,4,"Good"
"12397",14397,"mBdm6in8L0UvtAN-Gv7dcg","""Nogales Hot Dogs""","Hot Dogs;Restaurants","Phoenix","AZ",4.5,139,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,455,"Good"
"12398",14398,"mBFGYVLh588BrvfmGsOhrA","""Dragon Flame Chinese Grill""","Noodles;Restaurants;Chinese;Barbeque","Tempe","AZ",4,20,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,112,"Good"
"12399",14399,"mbfu9ag4VQYIi6dvhCX2dQ","""Taqueria La Unica""","Restaurants;Mexican","Charlotte","NC",2.5,11,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,11,"Bad"
"12400",14400,"MBHGhr936i0slW9Bw4XIYA","""Whiskey Ranch BBQ""","Restaurants;Caterers;Event Planning & Services;Barbeque;Food Trucks;Food","Gilbert","AZ",4,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,"Good"
"12401",14401,"MBirSnTW4pt2k7Ny6KC72w","""Szechuan Express""","Szechuan;Chinese;Restaurants","Pittsburgh","PA",3,65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,171,"Good"
"12402",14402,"mbKjmz8NIAJGce3Vy3-0hQ","""Valley Tavern""","Comfort Food;Burgers;Nightlife;Restaurants;Dive Bars;Bars","Valley View","OH",3.5,7,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,11,"Good"
"12403",14403,"mBKkTiufDsw56kPmOGISIw","""Surf City Bar and Grill""","Restaurants;Mexican;Bars;American (Traditional);Nightlife","North Las Vegas","NV",4,23,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,157,"Good"
"12404",14405,"MBodaRSaAp_FY3CkhfRXNQ","""Wendy's""","Fast Food;Restaurants;Burgers","Fitchburg","WI",2.5,13,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,19,"Bad"
"12405",14406,"mbPaXByWZBZUGqvh8ewmTA","""Cibo Homemade Pasta & Grille""","Italian;Restaurants","Chagrin Falls","OH",4.5,39,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,63,"Good"
"12406",14408,"MbPObYMEOk4-IaTG0kOBjw","""Salsarita's Fresh Mexican Grill""","Event Planning & Services;Tex-Mex;Caterers;Mexican;Restaurants","Huntersville","NC",2,20,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,21,"Bad"
"12407",14409,"mBPoC45aHpiqx6wp-FpE2g","""Bomas Bar & Grill""","Breakfast & Brunch;Bars;Nightlife;Restaurants;American (Traditional)","Las Vegas","NV",3.5,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,223,"Good"
"12408",14410,"MBsIf01fcA8Vy7vCMMKf2A","""Eastwind Sushi & Grill""","Sushi Bars;Japanese;Asian Fusion;Restaurants","Glendale","AZ",4,86,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,230,"Good"
"12409",14411,"mbV5FSZjiUViAdwcYRY0Rw","""Dickey's BBQ Pit""","Caterers;Restaurants;Barbeque;Event Planning & Services;Sandwiches","Tempe","AZ",3,48,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,115,"Good"
"12410",14412,"MBYMEdAI-ZlE-gr61fqs8Q","""First Watch - Breakfast, Brunch & Lunch""","Breakfast & Brunch;Cafes;Restaurants;American (Traditional)","Gilbert","AZ",4,38,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,50,"Good"
"12411",14413,"mbZe40oM-Ha-Q_qWh49-Mg","""Little Caesars Pizza""","Pizza;Restaurants","Las Vegas","NV",2,58,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,143,"Bad"
"12412",14414,"mBzL2_AKRD5TFQwMA6Itdg","""Lone Spur Cafe""","American (New);Cafes;Restaurants","Peoria","AZ",3.5,208,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,227,"Good"
"12413",14415,"mBzqaX6D4FIbSBbagOLvTw","""Sogo Express""","Mexican;Restaurants;Teppanyaki;Seafood;Japanese","Davidson","NC",3,8,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3,"Good"
"12414",14416,"mC39IrCp36QIVFRZIw9PTQ","""Seoul Food Meat Company""","Asian Fusion;Restaurants;Barbeque;Korean;Chicken Wings","Charlotte","NC",4,513,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,744,"Good"
"12415",14417,"mc5Ha4QyQZvU7fzr-ubhhw","""Station""","Gastropubs;Nightlife;Cocktail Bars;Bars;American (New);Restaurants","Pittsburgh","PA",4,155,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,255,"Good"
"12416",14418,"mc71c4vlkwhqYSPTg9XJGQ","""Jersey Mike's Subs""","Delis;Sandwiches;Fast Food;Restaurants","Glendale","AZ",3.5,51,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,270,"Good"
"12417",14419,"MCaSL4S-Y9_SpZI7bMQIEw","""Cookin On Wood""","Event Planning & Services;Restaurants;Caterers;Barbeque","Phoenix","AZ",4,17,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,31,"Good"
"12418",14420,"mCDCvrsuUDL0ipPj0LntaA","""Lyla's Family Restaurant""","Mediterranean;Diners;Restaurants;Middle Eastern","Cuyahoga Falls","OH",3.5,25,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,30,"Good"
"12419",14421,"mCdhEWxl0a4r5OQWgdfF2Q","""Señorita Bonita's Mexican Grill & Cantina""","Mexican;Restaurants","Solon","OH",3.5,54,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,147,"Good"
"12420",14422,"mCEE4v0wk8uJ3ZCUQ1M8sg","""Goodcents Deli Fresh Subs""","Delis;Restaurants;Sandwiches","Peoria","AZ",4.5,23,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,70,"Good"
"12421",14423,"MCenmA0zc9gNR1Cwyh4f1A","""Cleo's Team Dining room""","American (Traditional);Restaurants","Las Vegas","NV",3,12,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,2,"Good"
"12422",14424,"mcGfunYZWPAxiAKQqEN0IQ","""Sonic of Mesa #2""","Restaurants","Mesa","AZ",2,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,53,"Bad"
"12423",14425,"mchIGapc-1lRQKcsZhD93A","""Panda Restaurant""","Restaurants;Chinese","New Kensington","PA",4.5,11,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,8,"Good"
"12424",14426,"mcihQ4K6zMykrY0PUF5g_g","""Jack In the Box""","Fast Food;Restaurants","Charlotte","NC",3,21,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,121,"Good"
"12425",14427,"McPoJcxawsLOq_PPRC0rQg","""Bubba's Barbecue""","Barbeque;Restaurants","Charlotte","NC",3,70,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,84,"Good"
"12426",14428,"McQsl_USMy6kfUz9J02Tdg","""Lotus Garden Cuisine""","Chinese;Restaurants","Las Vegas","NV",3.5,56,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,205,"Good"
"12427",14429,"McsAPsIJPXHrZ1jY2FzmNw","""Denny's""","Diners;Breakfast & Brunch;American (Traditional);Restaurants","Tempe","AZ",2.5,24,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,193,"Bad"
"12428",14430,"mcSGapF8o3gZqJJzncBRkQ","""Hwy 55 Burgers Shakes & Fries""","Ice Cream & Frozen Yogurt;Cheesesteaks;Food;Restaurants;Burgers;American (Traditional)","Indian Trail","NC",2,29,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,19,"Bad"
"12429",14431,"MCSvd8dUUSJdpU5bfz8POA","""Chef & Friends Food Truck""","Food;Restaurants;Food Stands;Street Vendors","Charlotte","NC",4,7,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,"Good"
"12430",14432,"mcXRNuN1MsgXYt8B2MWz2Q","""Filiberto's Mexican Food""","Restaurants;Mexican","Phoenix","AZ",2,38,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,89,"Bad"
"12431",14434,"MD2lokfrZ-2NlDMkKbgEPA","""Villa Fresh Italian Kitchen""","Restaurants;Pizza","Las Vegas","NV",2,23,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,107,"Bad"
"12432",14435,"MD4Pa7A3EyQDwscwCQqnmQ","""Rubio's""","Caterers;Restaurants;Event Planning & Services;Salad;Mexican;Seafood","Las Vegas","NV",3,13,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,26,"Good"
"12433",14437,"Md6895ZtS3FA8a0pUaH6nw","""America""","American (Traditional);Restaurants;Breakfast & Brunch;American (New);Burgers","Las Vegas","NV",3,452,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1080,"Good"
"12434",14438,"Md6NWl54ny8hA-NVaYZuew","""Nighttown""","Bars;Restaurants;American (New);Jazz & Blues;Arts & Entertainment;Nightlife","Cleveland","OH",3.5,157,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,388,"Good"
"12435",14439,"mD7zqv7Y3kvsa_p_MtTayg","""SanTan Brewing Company""","Wine Bars;American (New);American (Traditional);Breakfast & Brunch;Bars;Food;Nightlife;Latin American;Restaurants;Breweries;Pizza;Pubs;Burgers","Chandler","AZ",4,1100,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,6321,"Good"
"12436",14441,"mdfoEeSVJyw_xyk2FCxb3Q","""Fou Fou""","Nightlife;Vegan;Restaurants;Bars","Stuttgart","BW",4,19,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,6,"Good"
"12437",14442,"mDiFWhywAziq9SKnj6am_Q","""Ziggys IL Posto""","Bars;Nightlife;Seafood;Italian;Restaurants;Pizza","Phoenix","AZ",4,162,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,280,"Good"
"12438",14443,"MDJqm5KN1hFWm4R2VtNIlw","""Waffle House""","Restaurants;American (Traditional);Fast Food;Burgers;Waffles;Breakfast & Brunch;American (New);Diners","Pineville","NC",3.5,25,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,192,"Good"
"12439",14444,"MDJWdWaqOjFAGby5i35I6g","""The Odeon Concert Club""","Bars;Nightlife;Restaurants;American (Traditional)","Cleveland","OH",2.5,3,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,7,"Bad"
"12440",14445,"mdKSq2mfp1M8tfbjmbyv4Q","""Loafers Bread Co""","Cafes;Restaurants;Food;Bakeries","Pittsburgh","PA",4,8,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,13,"Good"
"12441",14446,"MDm45O3RLf90hKy-tVsfNg","""The Burrito Factory""","Vegetarian;American (Traditional);Tex-Mex;Spanish;Mexican;Restaurants","Charlotte","NC",4,33,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,46,"Good"
"12442",14447,"mDmvPyRrqS1VAzYULxG3Bw","""Fresh From The Farm Juices""","Food;Restaurants;Juice Bars & Smoothies;Live/Raw Food","Canonsburg","PA",4.5,12,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,4,"Good"
"12443",14448,"mdNbptkRKH1Jj2iRqBgq_g","""Golden Bowl""","Restaurants;Chinese","Elyria","OH",4.5,16,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,9,"Good"
"12444",14449,"mDNh9K4eOIfjiZb1DlV88A","""Ditka's Restaurant""","Steakhouses;Restaurants;American (New)","Laveen","AZ",3.5,56,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,59,"Good"
"12445",14450,"MdnYGOVa3goIGfKjrOCXqQ","""New York Grill & Restaurant""","Restaurants;Breakfast & Brunch;American (Traditional)","Lorain","OH",4,7,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,22,"Good"
"12446",14451,"MDoI5wE1eCLEZUNL-IVerg","""NYPD Pizza""","Restaurants;Pizza;Italian","Gilbert","AZ",4,154,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,521,"Good"
"12447",14452,"mDoLWEOFmxcQ5TAPqxoJLg","""Sagos Baja Tavern & Lounge""","Gastropubs;Nightlife;American (New);Restaurants;Bars","Las Vegas","NV",4,123,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,767,"Good"
"12448",14453,"MDpFE-wM7_6nHjtuAENxsQ","""Village Pub & Poker""","Food;Breweries;Arts & Entertainment;Nightlife;Restaurants;Pubs;Casinos;Bars","Henderson","NV",3,49,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,224,"Good"
"12449",14454,"mDR12Hafvr84ctpsV6YLag","""Mr Mamas""","Breakfast & Brunch;Restaurants;Sandwiches;Burgers;American (Traditional)","Las Vegas","NV",4.5,1608,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,3495,"Good"
"12450",14455,"Mdr4xzMUeZQSakq3XJwG3w","""ASADA""","Restaurants;Mexican","North Las Vegas","NV",4.5,27,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,14,"Good"
"12451",14456,"MDS6qprwB2cF8vPRQsVk3A","""Baskin Robbins""","Food;Bakeries;Restaurants;Ice Cream & Frozen Yogurt","North Las Vegas","NV",3.5,26,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,75,"Good"
"12452",14457,"mDtlBsfTUPDuASvUcKWSbw","""L&L Hawaiian Barbecue""","Barbeque;Hawaiian;Restaurants","Las Vegas","NV",4,65,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,251,"Good"
"12453",14458,"mdUjJFZaQoydAGadzFuFtg","""In-N-Out Burger""","Restaurants;Burgers;Fast Food","Mesa","AZ",4,79,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,706,"Good"
"12454",14459,"MDVbJicJvqaO4WGx0vEabQ","""Chili's""","Bars;American (Traditional);Tex-Mex;Nightlife;Restaurants","Las Vegas","NV",3,203,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1095,"Good"
"12455",14460,"me--TV_QrcnbZxCa72xOww","""Kaimug""","Restaurants;Thai;Fast Food","Stuttgart","BW",3,22,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,4,"Good"
"12456",14461,"Me_pYtoAeA2IkO8jOBi4HA","""Wingstop""","Chicken Wings;Restaurants","Phoenix","AZ",3.5,9,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,14,"Good"
"12457",14462,"me17NOULVwu40AdKGYHIaQ","""Rocco's Ny Pizza & Pasta""","Pizza;Restaurants;Italian;Sandwiches","Las Vegas","NV",4,126,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,137,"Good"
"12458",14463,"ME4DMjAAWzXwu51U-pNl5A","""BeBe's Southern Cooking""","Restaurants;Food;Soul Food;Local Services;Southern;Food Delivery Services","Glendale","AZ",2.5,33,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,20,"Bad"
"12459",14464,"ME6D5nLlfG0xZCtICOYDuw","""Georges Brasserie""","Restaurants;Brasseries;French;American (New)","Charlotte","NC",4,307,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,746,"Good"
